"title","author","rank_score","rating","n_reviews","n_pages","year","first_published","publisher","characters","language","series","setting","description"
"Hempasan Gelombang","Taufik Ikram Jamil",85,4.2,0,233,1999,NA,"PT Grasindo",NA,"Indonesian",NA,"Indonesia","Sebuah roman yang meraih juara harapan dua dalam sayembara penulisan roman Indonesia Dewan Kesenian Jakarta tahun 1998 dan kemudian dimuat secara bersambung diharian Republika, 16 Februari S/d 25 April 1999, Ceritanya diungkapkan lewat anyaman penuturan sejumlah orang dalam tidur (bukan mimpi) tentang sejarah yang disertakan dengan kenyataan hidup sehari-hari.Buku ini hadi"
"Potret Pembangunan dalam Puisi","W.S. Rendra",85,4.1,11,102,1996,1979,"Pustaka Jaya",NA,"Indonesian",NA,NA,NA
"Memori","Windry Ramadhina",85,3.94,205,312,2012,NA,"Gagas Media",NA,"Indonesian",NA,NA,"Cinta itu egois, sayangku. Dia tak akan mau berbagi.Dan seringnya, cinta bisa berubah jadi sesuatu yang jahat. Menyuruhmu berdusta, berkhianat, melepas hal terbaik dalam hidupmu. Kau tidak tahu sebesar apa taruhan yang sedang kau pasang atas nama cinta. Kau tidak tahu kebahagiaan siapa saja yang sedang berada di ujung tanduk saat ini.Kau buta dan tuli karena cinta. Kau pik"
"Pendidikan Popular: Membangun Kesadaran Kritis","Mansour Fakih",85,4.11,2,248,2010,NA,"INSISTPress",NA,"Indonesian",NA,"Indonesia","Belajar dari realitas atau pengalaman yang dipelajari atau bukan “ajaran” (teori, pendapat, kesimpulan, wejangan, nasehat, khotbah, pidato dan sebagainya) dari seseorang, tetapi keadaan nyata masyarakat atau pengalaman seseorang atau sekelompok orang tertentu yang terlibat dalam keadaan nyata tersebut.Akibatnya tidak ada otoritas pemgetahuan seseorang lebih tinggi dari yan"
"Nikah Ilalang","Dorothea Rosa Herliany",84,3.47,11,130,2003,1995,"Indonesia Tera",NA,"Indonesian",NA,NA,"Puisi-puisi dalam Nikah Ilalang ini, sebagaimana ciri puisi Dorothea yang lain, mencitrakan dunia yang keras, kosong, gelap, berbau kematian, kebusukan yang menghadirkan paradoks-paradoks dalam realitas yang jamak. Citra pernikahan, percintaan, kelahiran, keluarga dihadirkan sebagai sesuatu yang menyakitkan, penuh luka, kemunafikan, dan gelap-hampa. Sebagai penyair perempu"
"Gema Tanah Air: Prosa dan Puisi (Jilid 2)","H.B. Jassin",83,3.53,1,337,1969,1948,"Balai Pustaka",NA,"Indonesian",NA,NA,"Kumpulan cerpen dan puisi tahun 1942 sampai 1948 karya Chairil Anwar, Nugroho, M.A. Djoehana, Idrus, Samiati Alisjahbana, M. Balfas, M. D. Asien, Darius Marpaung, Asrul Sani, Harijadi S. Hartowardojo, Siti Nuraini, Toto Sudarto Bachtiar."
"Jangan Nodai Cinta","O. Solihin",83,3.38,11,189,2003,NA,"Gema Insani Press",NA,"Indonesian",NA,"Indonesia","Sobat sekalian tahu kan kalo cinta itu karunia Allah untuk semua makhluk-Nya? Cinta juga universal lho, untuk Allah, Rasul-Nya, orang tua, saudara, kerabat, de el el.Tap, kita-kita yang masih ABG atau remaja pasti deh suka keblinger kalo ngadepin masalah cinta sama lawan kenis. Pasti banyak yang kebablasan ngartiin makna cinta.Cinta yang sejati itu bukan dengan berdua-duaa"
"Marmut Merah Jambu","Raditya Dika",83,3.77,302,228,2010,NA,"Bukune",NA,"Indonesian",NA,NA,"... Momennya lagi pas banget, pikir gue. Seperti yang Ara tadi anjurkan lewat telepon, ini adalah saatnya gue bilang ke Ina kalau gue sangat menikmati malam ini. ‘Tau gak sih, Na,’ kata gue sambil menyetir, memberanikan diri untuk bicara. ‘Gue seneng banget hari ini.’ ‘Seneng kenapa?’ tanya Ina. ‘Seneng, soalnya,’ kata gue, berhenti bicara sebentar dan menengok ke kiri unt"
"Post Kolonial dan Wisata Sejarah dalam Sajak","Zeffry J. Alkatiri",81,3.89,6,186,2012,NA,"Padasan",NA,"Indonesian",NA,NA,NA
"Sang Pemburu (Fireheart: Legenda Paladin, #1)","Andry Chang",80,3.15,10,494,2008,NA,"Andi Publisher",NA,"Indonesian",NA,NA,"Bertahun-tahun yang lalu, Duke Walthron menemukan Robert kecil yang sebatang kara dan mendidiknya sebagai muridnya. Saat kunjungan ke Istana Marlham di Alceste, Robert bertemu Eloise, Putri Raja yang manja dan keras kepala. Cintapun besemi di hati kedua sejoli. Cinta yang terlarang. Robert bertekad menjadi seorang duke agar bisa meminang Eloise. Untuk itu dia harus berpera"
"Air Kata-kata","Sindhunata",79,3.72,11,196,2004,NA,"Galang Press",NA,NA,NA,NA,"Susu SemarSemar itu bukan lelaki bukan wanitanamun seperti lelaki seperti wanitaTersimpan dalam buah dadanyasusu penderitaan para wanitaTak pernah Semar memikat wanita dengan senyum,karena dalam dirinya penderitaan wanita terkandung.Sekarang Semar suka mesem,Karena ia adalah Semar mendem.1996"
"Kopi, Kretek, Cinta","Agus R. Sardjono",79,4.13,1,91,2013,NA,"Komodo Books",NA,"Indonesian",NA,NA,NA
"Draf 1: Taktik Menulis Fiksi Pertamamu","Winna Efendi",79,4.13,75,356,2012,NA,"Gagas Media",NA,"Indonesian",NA,NA,"Menulis itu susah? Banget.Terutama kalau kita nggak punya komitmen kuat dan disiplin untuk itu.Truth to be told, menulis itu gampang-gampang susah. Terkadang terasa mudah dan menyenangkan, apalagi jika ide mengalir selancar air. Namun, menulis juga dapat terasa sulit karena tanpa teknik yang benar dan loyalitas untuk kembali ke halaman-halaman yang belum rampung, tulisan k"
"Janda dari Jirah","Cok Sawitri",78,3.34,17,187,2007,NA,"PT Gramedia Pustaka Utama",NA,"Indonesian",NA,"Indonesia","Novel ini ditulis berdasarkan suatu peristiwa sejarah yang terlarang diceritakan pada masa kejayaan Kediri. Para penyair dan empu dilarang menuliskan kisah ini karena setiap catatan tentangnya akan mencoreng kekuasaan Rake Halu Dharmmawangsa Airlangga.Semua berpusat pada seorang perempuan yang dikenal dengan sebutan Ibu Ratna Manggali atau Rangda ing Jirah (Janda dari Jira"
"Diary Kehidupan 3: Biarkan Cinta Menyapa","Dadang Kriswanto",77,2.86,0,146,2008,2005,"PT Syaamilk Cipta Media",NA,"Indo-European (Other)",NA,NA,NA
"Kincir Api","Kurnia Effendi",76,3.54,6,164,2005,2005,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,NA
"Jalan Menuju Rumahmu","Acep Zamzam Noor",75,3.73,8,153,2004,NA,"Grasindo",NA,"Indonesian",NA,NA,"Bukan saja karena penulis ikut serta memperhatikan perkembangan kepenyairan Acep sejak awal, melainkan juga karena Acep adalah salah seorang di antara penyair yang tulus. Bagi Acep berpuisi adalah suatu upaya yang bersungguh-sungguh di dalam melakukan pengembaraan dan petualangan rohani. Ia sekaligus memasuki dua dunia, yaitu dirinya sendiri dan lingkungannya, baik itu lin"
"Kerygma & Martyria: Puisi-Puisi Remy Sylado","Remy Sylado",75,3.86,4,1056,2004,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Kerygma. The word, as substantive, denotes both the act and the message, and ranges in meaning from 'address' and 'call out' to 'summons' - Encyclopedia of Theology Karl Rahner Martyria. Evidence given judicially or genitive record, repot, testimony, witness. - Dictionary of the Greek Testament Exhaustive Concordance James Strong"
"Tersebab Aku Melayu: Buku Sajak Penggal Kedua","Taufik Ikram Jamil",74,4.5,1,114,2010,NA,"Yayasan Pusaka Riau",NA,"Indonesian",NA,NA,NA
"9 dari Nadira","Leila S. Chudori",73,4.01,294,270,2009,NA,"Kepustakaan Populer Gramedia","Nadira Suwandi, Bram Suwandi, Kemala Yunus, Utara Bayu, Niko Yuliar","Indonesian",NA,NA,"Di sebuah pagi yang murung, Nadira Suwandi menemukan ibunya tewas bunuh diri di lantai rumahnya. Kematian sang ibu, Kemala Yunus - yang dikenal sangat ekspresif, berpikiran bebas, dan selalu bertarung mencari diri - sungguh mengejutkan.Tewasnya Kemala kemudian mempengaruhi kehidupan Nadira sebagai seorang anak (""Melukis Langit""); seorang wartawan (""Tasbih""); seorang kekasi"
"Sahabat Laut (Stila-Aria, #1)","Sitta Karina",73,3.31,39,333,2007,NA,"Terrant Books","Aria, Musa","Indonesian","Stila-Aria #1","Indonesia","Ini adalah cerita tentang Aria SyadiranTentang masa remaja yang seringkali membingungkan, nggak menentu, nggak sreg, namun ‘gila’ fun-nya, serta penuh haru sedihnya. Rasa pertama akan cinta pertama, rasa pertama akan benci dan kangen yang—anehnya—datang bersamaan dan terasa saling bertubrukan. Serta rasa penasaran dalam menentukan: “Apakah dia sahabat saya, atau lebih dari"
"Lacrimosa: Kumpulan Cerita Pendek","Dinar Rahayu",72,3.71,1,135,2009,NA,"omahsore",NA,"Indonesian",NA,"Indonesia",NA
"De Buron","Maria Jaclyn",72,3.52,62,248,2005,2005,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Cowok itu.HM...Dia ditaksir sahabat Kimly gila-gilaan.Dia suka nyanyi-nyanyi lagu apa saja.Dia doyan banget makan pisang.Dia tidur sekamar dengan Kimly.Dia tahu sesuatu tentang Kimly yang selama ini setengah matiselalu disembunyikan cewek itudari semua orang...tapi...Dia juga buronan yang lagi diincarpolisi mati-matian!Kimly adalah siswi SMU yang kurangpercaya diri. Dia s"
"Pergaulan Orang Buangan di Boven Digoel","Marco Kartodikromo",71,3.56,6,178,2002,NA,"Kepustakaan Populer Gramedia",NA,"Indonesian",NA,NA,"Inilah sumber otentik yang sangat berharga mengenai kehidupan sehari-hari para tahanan di Boven Digul, khususnya pada tahun-tahun awal (1927-1931).Buku ini, yang diangkat dari catatan Mas Marco Kartodikromo, perintis kemerdekaan, pertama kali dimuat di koran Pewarta Deli dari 10 Oktober sampai 9 Desember 1931 dalam 51 angsuran. Dengan pena yang lugas dan tajam, Mas Marco s"
"The Angle of Vision: Mereka yang Tidak Menyerah pada Sejarah","Andi Achdian",71,4.25,1,224,2012,NA,"LOKA Publishing",NA,"Indonesian",NA,NA,"Ditulis dalam bentuk narasi yang memikat, buku ini bukan sekadar kumpulan biografi. Setiap sosok yang dikisahkan di buku ini membawa cerita sejarahnya sendiri baik sebagai negarawan, intelektual, sastrawan, sejarawan, maupun orang biasa yang keberadaannya mungkin tak banyak diketahui oleh orang lain. Melalui tulisan, tindakan, dan juga keyakinan politik pribadi mereka tamp"
"Lovasket","Luna Torashyngu",71,3.73,103,312,2007,NA,"Gramedia Pustaka Utama",NA,"Indonesian","Lovasket #1",NA,"Hidup Vira hancur ketika ayahnya dituduh melakukan korupsi dan harus dipenjara. Mendadak Vira kehilangan harta benda, kedudukannya sebagai ketua geng The Roses, teman-teman, pacar, bahkan dia dikeluarkan dari sekolahnya, SMA Altavia, SMA paling elite di Bandung. Akibatnya Vira jadi mogok hidup, juga mogok main basket yang sebetulnya merupakan ""hidupnya"". Dia merasa tidak a"
"The Jacatra Secret","Rizki Ridyasmara",70,3.85,148,498,2009,NA,"Conspiratus Society Forum",NA,"Indonesian",NA,NA,"""TAHUKAH ANDA jika kota Jakarta itu dibangun para Freemason? Sejak pembangunan Stadhuis (kini dikenal sebagai Gedung Museum Sejarah Jakarta atau “Museum Fatahillah”) di tahun 1707 hingga sekarang, para Freemason ini terus membangun Jakarta dan menyisipkan aneka simbol pagannya ke Ibukota tercinta ini.TAHUKAH ANDA jika luas keseluruhan Museum Fatahilah adalah 13.000 meter p"
"Saling Silang Indonesia-Eropa: Dari Diktator, Musik, hingga Bahasa","Joss Wibisono",69,4.15,4,228,2012,NA,"Marjin Kiri",NA,"Indonesian",NA,NA,"Sejarah Indonesia sesungguhnya tidak dapat dipandang berdiri sendiri dan terlepas dari saling pengaruh-mempengaruhi dengan sejarah dunia.Dengan keyakinan itu Joss Wibisono mengurai hubungan Indonesia-Eropa dalam berbagai aspeknya, antara lain: bagaimana gamelan mempengaruhi musik klasik Barat, bagaimana kosakata Indonesia diserap oleh bahasa Belanda, bagaimana presiden ke"
"Sukuh: Misteri Portal Kuno Di Gunung Lawu","Rizki Ridyasmara",69,4.01,28,372,2012,NA,"Coopex Media",NA,"Indonesian",NA,NA,"Sebuah portal langit (Vortex gate) dipercaya tersimpan jauh di dalam perut Gunung Lawu, salah satu titik mistis paling dahsyat di seluruh pulau Jawa. Dalam salah satu frase pembuka di dalam ""The Lost Symbol"", secara tersirat Dan Brown menyebutkan itu. Adalah fakta jika tahun 1995, NASA menjejak sebuah sinar putih misterius uang memancar dari daerah ini hingga jauh ke luar"
"Dealova","Dyan Nuranindya",69,3.44,237,300,2004,NA,"PT Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Karra, cewek tomboi yang jago main basket ini emang beda. Rambutnya nggak cepak seperti kebanyakan cewek tomboi. Tampangnya manis. Terus, anaknya nyantai banget. Tapi kalo udah marah, waaah... bisa gawat...Beruntung banget deh jadi cewek seperti Karra. Selain punya kakak cowok yang sayang banget sama dia-namanya Iraz-teman-teman Iraz juga care banget sama Karra! Terutama"
"Codex: Konspirasi Jahat di Atas Meja Makan Kita","Rizki Ridyasmara",68,4.02,37,434,2010,NA,"Pustaka Al-Kautsar",NA,"Indonesian",NA,NA,"Tahukah Anda jika Vaksin, Obat-Obatan Medis, banyak Makanan, dan Minuman, ternyata disusupi RACUN yang sengaja dibuat untuk membunuh kita?Tahukah Anda, untuk menipu konsumen, MSG punya 20-an nama yang berbeda?Tahukah Anda jika pemanis buatan Aspartame adalah racun bagi tubuh?Tahukah Anda jika persetujuan FDA atas Aspartame disebabkan konspirasi Gedung Putih?Tahukah Anda ji"
"Kalau Tak Untung","Selasih",68,3.8,12,188,1962,NA,"Balai Pustaka",NA,"Indonesian",NA,NA,NA
"Potongan Cerita di Kartu Pos","Agus Noor",67,3.54,12,173,2006,NA,"Kompas",NA,"Indonesian",NA,NA,"Nama Agus Noor dalam dunia sastra sudah cukup dikenal. Cerpennya pernah terpilih sebagai cerpen pilihan Kompas. Sangat beralasan apabila buku ini diberi judul Potongan Cerita di Kartu Pos, karena memang setiap awal masing-masing cerpen dilampiri teks kartu pos yang berisikan kesan dan pesan setiap cerpen tersebut dari teman-teman Agus Noor.Seluruhnya berjumlah 9 cerpen, te"
"Stiker Kota","Ugeng T. Moetidjo",67,3.75,5,300,2008,NA,"ruangrupa",NA,"Indonesian",NA,"Indonesia","“Stiker di ruang publik barangkali adalah ungkapan paling polos tentang manusia, dari beragama hingga bersenggama. Buku ini wajib bagi yang ingin tahu dorongan dasar penghuni kota.”— Ayu Utami, novelis“Kerja mengumpulkan stiker kota ini seperti memulung yang terbuang dan tak dipedulikan, tapi sesungguhnya menjadi penanda ingatan bersama tentang kota. Sebuah sumbangan besar"
"The Escaped: Misteri Kuburan Adolf Hitler di Surabaya","Rizki Ridyasmara",67,3.94,23,476,2011,NA,"Salsabila Kautsar Utama","Doktor Steven Aleyda, Sabina Shalimar, Herbert Von Eicke, Samuel Henkell","Indonesian",NA,NA,"Adolf Hitler tidak tewas bunuh diri di dalam bunkernya di Berlin. Sejumlah petinggi Sekutu membenarkan hal ini. Bahkan, 'tengkorak Hitler' yang selama ini disimpan Rusia ternyata palsu. Hitler diduga kuat melarikan diri ke suatu negeri di selatan. Salah satu lokasi yang disebut-sebut sebagai tempat persembunyiannya adalah Indonesia, yang diyakini Prof. Arysio Santos--Pakar"
"Beauty Case","Icha Rahmanti",67,3.24,86,288,2005,NA,"Gagas Media",NA,"Indonesian",NA,NA,"Nadja Sinka Suwita seorang perempuan mungil yang smart, fun, dan optimis dalam melihat segala sesuatu. Apalagi ketika Obi, sahabat Nadja, memperkenalkannya dengan Budiarsyah Nasution, cowok penting yang membuat Nadja semakin optimis. Sampai suatu hari, Nadja harus menghadapi kenyataan bahwa dia bersaing dengan seorang perempuan MAHA CANTIK, MAHA INDAH slash model, DANIA SO"
"Jodoh: Kumpulan Cerpen","A.A. Navis",66,3.65,14,96,1999,NA,"Gramedia Widiasarana Indonesia",NA,"Indonesian",NA,"Indonesia","Kumpulan cerpen karya A.A. Navis ini berisi 10 cerita pendek, yaitu: Jodoh (yang menjadi judul kumpulan cerpen), Cerita 3 Malam, Kisah Seorang Hero, Cina Buta, Perebutan, Kawin, Kisah seorang Pengantin, Maria, Nora, dan Ibu."
"Lukisan Hujan (Hanafiah, #1)","Sitta Karina",66,3.87,206,388,2006,2004,"Terrant Books",NA,"Indonesian","Hanafiah #1",NA,"Amor es mentira. Cinta itu bohong.Berantakan sudah hidup Diaz Hanafiah, cowok dingin berdarah Indonesia-Meksiko. Setelah selama ini dirinya merasa tidak nyaman berada di antara para sepupu yang kaya, berada, dan bagian dari socialite Jakarta, ternyata pacarnya yang cantik, Anggia, juga mengkhianatinya. Lalu datang Sisy. Mungil, cantik, dan masih duduk di bangku SMA.Seperti"
"Peranakan Idealis: dari Lie Eng Hok sampai Teguh Karya","Junus Jahja",65,3.71,1,284,2002,NA,"Kepustakaan Populer Gramedia",NA,"Indonesian",NA,NA,"Ada kecenderungan untuk memukul rata, gebyah uyah, peranakan Tionghoa sebagai golongan yang tidak peka terhadap lingkungan, egois, dan macam-macam lagi. Membaca buku ini kita akan tahu bahwa ada juga kaum peranakan yang idealis, yang berjuang demi Indonesia. Buku ini menampilkan 25 tokoh yang patut dikenang. Dari segi profesi dan pergaulan sehari-hari, mereka yang ditampil"
"Perasaan-Perasaan yang Menyusun Sendiri Petualangannya","Gunawan Maryanto",65,3.67,10,67,2008,NA,"OmahSore, Yogyakarta",NA,"Indonesian",NA,"Indonesia","1baiklah. kujalani saja kutukan iniakan kutulis seribu perasaan tentangmumulai pagi ini hingga kelakketika burung-burung itu tak lagi bersarang di rambutmusaat itulah semua berakhir1.1juga diriku: mencair,menjelma sungai, tak sanggup kauseberangimenjadi kesedihan, kaukenang sepanjang jalan1.2juga dirimu: mencair,datang tiap musim penghujandengan curah yang tetap, tak berub"
"Fairish","Esti Kinasih",65,3.68,346,312,2004,NA,"PT Gramedia Pustaka Utama","Irish, Davi, Alfa, Metha, Udin","Indonesian",NA,"Indonesia","""Lo pura-pura jadi pacar gue ya, Rish? Biar gue nggak dikerubutin cewek-cewek centil itu."" pinta Davi. ""Tapi... konsekuensinya. Dav."" ujar Irish pelan. ""Elo punya cowok?"" Kali ini ganti Davi yang tersentak kaget. ""Atau... lagi ada yang elo suka?"" Irish buru-buru geleng kepala. ""Bukan gitu. Kalo mereka nyangka kita beneran..."" ""Biarin aja. Bagus malah!"" Davi menggenggam ked"
"Tokoh + Pokok","Goenawan Mohamad",64,NA,14,76,2011,NA,"Tempo | PT. Grafitipers",NA,"Indonesian",NA,NA,NA
"Sunshine Becomes You","Ilana Tan",64,4.11,731,432,2012,NA,"Gramedia Pustaka Utama","Mia Clark, Alex Hirano, Ray Hirano, Aaron Rogers","Indonesian",NA,NA,"“Walaupun tidak ada hal lain di dunia ini yang bisa kaupercayai, percayalah bahwa aku mencintaimu. Sepenuh hatiku.”Ini adalah salah satu kisah yang terjadi di bawah langit kota New York…Ini kisah tentang harapan yang muncul di tengah keputusasaan…Tentang impian yang bertahan di antara keraguan…Dan tentang cinta yang memberikan alasan untuk bertahan hidup.Awalnya Alex Hiran"
"Wanita di Jantung Jakarta","Korrie Layun Rampan",63,2.67,2,NA,2000,2000,"Grasindo",NA,"Indonesian",NA,"Indonesia","Sumarsih tiba-tiba menghilang dari kampus, membuat Sumarto merasa kehilangan. Lelaki itu sudah sangat berharap akan bisa menyunting kekasihnya dan membawanya ke mahligai rumah tangga. Malangnya, kehilangan Sumarsih membuat lelaki itu tidak bisa lagi mencintai wanita lain, bahkan setelah bertahun-tahun kemudian.Kehilangan Sumarsih karena paksaan nasib. Ia harus menikah deng"
"100 Tahun Bioskop di Indonesia","M. Johan Tjasmadi",63,4.32,3,311,2008,NA,"PT Megindo Tunggal Sejahtera",NA,"Indonesian",NA,NA,NA
"Catatan Seorang Pejalan dari Hadrami","Zeffry J. Alkatiri",63,4.1,2,88,2004,NA,"Komunitas Bambu",NA,"Indonesian",NA,NA,"Buku ini merupakan kumpulan sajak yang bersifat epik tentang masyarakat Arab peranakan di Indonesia dari sudut pandang seorang Arab peranakan yang menjadi pemenang pertama sayembara puisi Dewan Kesenian Jakarta Tahun 1998-2002."
"Test Pack","Ninit Yunita",63,3.61,293,202,2010,2005,"Gagas Media",NA,"Indonesian",NA,NA,"SEBAGIAN dari kita mungkin ada yang mencintai seseorang karena keadaan sesaat. Karena dia baik, karena dia pintar, even mungkin karena dia kaya. Tidak pernah terpikir apa jadinya, kalau dia mendadak jahat, mendadak tidak sepintar dahulu, atau mendadak miskin.Will you still love them, then?That's why you need commitment.Don't love someone because of what/how/who they are.Fr"
